@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 30\nSize of the tree: 59\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

heart,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.253639,0.43231,50.99314,86.649034,29.906577,2165.478725,-2135.572148,0.996886,72.182624,-71.185738,15.352839,0.511761,1542.070032,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.772321,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.772321,0.002,0,0.002316,0.000017,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.248425,0.460809,49.944918,92.36127,29.906577,3238.26189,-3208.355313,0.996886,107.942063,-106.945177,15.159358,0.505312,1522.636452,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.816964,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.816964,0.002,0,0.002224,0.000018,13975,40040,6623,'Number of leaves: 29\nSize of the tree: 57\n',57,29,29
heart,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.204458,0.359279,41.105482,72.011276,29.906577,2158.766743,-2128.860166,0.996886,71.958891,-70.962006,18.583212,0.61944,1866.535228,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.828125,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.828125,0.003,0,0.002302,0.000017,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,17,13,0,56.666667,43.333333,0,0.125561,0.428257,0.586766,86.099458,117.607161,29.906577,1113.210568,-1083.303991,0.996886,37.107019,-36.110133,4.056226,0.135208,407.41553,0.625,10,0.5,7,0.5,7,0.375,6,0.588235,0.625,0.606061,0.633929,0.566667,0.441667,0.558333,0.433333,0.565008,0.566667,0.565208,0.633929,0.003,0,0.002381,0.000026,8560,40040,6623,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
heart,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.263905,0.412897,53.188642,82.988616,28.793911,22.992989,5.800922,0.992893,0.792862,0.200032,14.210603,0.490021,1426.712377,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.826923,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.826923,0.003,0,0.003462,0.000023,9282,40181,6482,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
heart,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.599078,0.24697,0.424042,49.775503,85.228771,28.793911,1093.751202,-1064.957291,0.992893,37.715559,-36.722665,14.95652,0.515742,1501.60077,0.625,10,0,0,1,13,0.375,6,1,0.625,0.769231,0.807692,0.793103,0.168103,0.831897,0.206897,0.858439,0.793103,0.788627,0.807692,0.003,0,0.003315,0.000022,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.22457,0.386276,45.260862,77.63799,28.793911,1089.23072,-1060.436809,0.992893,37.55968,-36.566787,16.360333,0.564149,1642.540474,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.841346,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.841346,0.003,0,0.002723,0.000018,9282,40181,6482,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
heart,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.191667,0.368936,38.533881,73.946857,29.906577,3228.225744,-3198.319167,0.996886,107.607525,-106.610639,19.119487,0.637316,1920.399812,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.819196,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.819196,0.002,0,0.00255,0.000019,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.222123,0.373291,44.65706,74.819793,29.906577,1087.913366,-1058.006789,0.996886,36.263779,-35.266893,16.97482,0.565827,1704.98511,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.870536,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.870536,0.003,0,0.0024,0.000017,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.594595,0.23534,0.404092,47.314171,80.993276,29.906577,1091.369124,-1061.462547,0.996886,36.378971,-35.382085,16.270568,0.542352,1634.248587,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.821429,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.821429,0.002,0.001,0.002273,0.000016,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.261032,0.472277,52.479438,94.659774,29.906577,3240.769645,-3210.863068,0.996886,108.025655,-107.028769,14.577143,0.485905,1464.157561,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.734375,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.734375,0.003,0,0.002571,0.000021,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.736842,0.147734,0.366976,29.701421,73.553974,29.906577,4296.655109,-4266.748532,0.996886,143.221837,-142.224951,21.216191,0.707206,2130.996947,0.75,12,0,0,1,14,0.25,4,1,0.75,0.857143,0.866071,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.866071,0.003,0,0.002233,0.000016,12170,40040,6623,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
heart,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,21,9,0,70,30,0,0.37788,0.308375,0.496399,61.997749,99.494589,29.906577,1101.951601,-1072.045024,0.996886,36.73172,-35.734834,11.458325,0.381944,1150.897239,0.9375,15,0.571429,8,0.428571,6,0.0625,1,0.652174,0.9375,0.769231,0.821429,0.7,0.333929,0.666071,0.3,0.747826,0.7,0.676923,0.821429,0.002,0,0.00218,0.000016,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.243838,0.397305,49.022764,79.633005,29.906577,3230.884323,-3200.977746,0.996886,107.696144,-106.699258,16.178296,0.539277,1624.98064,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.796875,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.796875,0.002,0,0.00227,0.000016,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,24,5,0,82.758621,17.241379,0,0.653938,0.226452,0.415262,45.640231,83.464071,28.793911,3232.683794,-3203.889882,0.992893,111.471855,-110.478961,16.298425,0.562015,1636.32504,0.8125,13,0.153846,2,0.846154,11,0.1875,3,0.866667,0.8125,0.83871,0.766827,0.827586,0.168932,0.831068,0.172414,0.830378,0.827586,0.827998,0.766827,0.003,0,0.002874,0.000029,10365,40181,6482,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.306765,0.485425,61.826698,97.566171,28.793911,4309.743682,-4280.949771,0.992893,148.611851,-147.618958,11.671202,0.402455,1171.762289,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.649038,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.649038,0.003,0,0.002959,0.000023,11448,40181,6482,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
heart,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.248181,0.443175,50.019532,89.074191,28.793911,3236.248429,-3207.454517,0.992893,111.594773,-110.60188,14.926107,0.514693,1498.547417,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.733173,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.733173,0.003,0,0.003143,0.000019,11809,40181,6482,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
heart,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.473684,0.289393,0.472941,58.181435,94.792962,29.906577,3238.548643,-3208.642066,0.996886,107.951621,-106.954736,12.890166,0.429672,1294.714278,0.625,10,0.142857,2,0.857143,12,0.375,6,0.833333,0.625,0.714286,0.763393,0.733333,0.25119,0.74881,0.266667,0.755556,0.733333,0.730952,0.763393,0.003,0,0.002623,0.000021,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.594595,0.239539,0.407893,48.158402,81.755207,29.906577,23.185946,6.720631,0.996886,0.772865,0.224021,16.049877,0.534996,1612.081975,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.848214,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.848214,0.002,0.001,0.002241,0.000016,8921,40040,6623,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
heart,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.311414,0.513913,62.608673,103.005066,29.906577,7523.053107,-7493.14653,0.996886,250.768437,-249.771551,11.754346,0.391812,1180.630205,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.607143,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.607143,0.003,0,0.002456,0.000019,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.193302,0.363274,38.862662,72.81202,29.906577,2158.858718,-2128.952141,0.996886,71.961957,-70.965071,19.113405,0.637114,1919.788902,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.834821,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.834821,0.003,0,0.002321,0.000015,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.33652,0.502766,67.656143,100.77073,29.906577,4314.265958,-4284.359381,0.996886,143.808865,-142.811979,10.505269,0.350176,1055.170392,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.660714,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.660714,0.003,0,0.002403,0.000018,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.282908,0.482792,56.877658,96.767325,29.906577,1103.329285,-1073.422708,0.996886,36.777643,-35.780757,13.122748,0.437425,1318.075244,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.758929,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.758929,0.002,0,0.002135,0.000018,12170,40040,6623,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
heart,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.275635,0.443262,55.415354,88.84428,29.906577,2166.697284,-2136.790707,0.996886,72.223243,-71.226357,13.633446,0.454448,1369.37076,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.770089,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.770089,0.002,0.001,0.002353,0.000016,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.233133,0.389364,46.986645,78.258679,28.793911,1089.826845,-1061.032934,0.992893,37.580236,-36.587343,15.96291,0.550445,1602.640062,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.802885,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.802885,0.003,0,0.002377,0.000026,10004,40181,6482,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.202954,0.362772,40.90431,72.91394,28.793911,1088.460634,-1059.666723,0.992893,37.533125,-36.540232,17.81661,0.614366,1788.747387,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.850962,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.850962,0.003,0,0.003514,0.000022,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,24,5,0,82.758621,17.241379,0,0.643735,0.236499,0.401792,47.665099,80.756628,28.793911,2160.675894,-2131.881983,0.992893,74.506065,-73.513172,15.78289,0.544238,1584.566438,0.9375,15,0.307692,4,0.692308,9,0.0625,1,0.789474,0.9375,0.857143,0.802885,0.827586,0.197779,0.802221,0.172414,0.83902,0.827586,0.823731,0.802885,0.003,0,0.003286,0.000023,11809,40181,6482,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
heart,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.590909,0.232841,0.402437,46.81173,80.66166,29.906577,2160.732737,-2130.82616,0.996886,72.024425,-71.027539,16.369559,0.545652,1644.191513,0.9375,15,0.357143,5,0.642857,9,0.0625,1,0.75,0.9375,0.833333,0.799107,0.8,0.219643,0.780357,0.2,0.82,0.8,0.794444,0.799107,0.003,0,0.002764,0.00002,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.524887,0.271512,0.431762,54.586588,86.539251,29.906577,24.506275,5.400302,0.996886,0.816876,0.18001,14.110784,0.470359,1417.315515,0.875,14,0.357143,5,0.642857,9,0.125,2,0.736842,0.875,0.8,0.810268,0.766667,0.24881,0.75119,0.233333,0.774801,0.766667,0.762667,0.810268,0.002,0,0.002513,0.000016,9282,40040,6623,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
heart,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,20,10,0,66.666667,33.333333,0,0.324324,0.329998,0.498756,66.344845,99.967173,29.906577,1101.34458,-1071.438003,0.996886,36.711486,-35.7146,10.122806,0.337427,1016.754998,0.75,12,0.428571,6,0.571429,8,0.25,4,0.666667,0.75,0.705882,0.808036,0.666667,0.345238,0.654762,0.333333,0.666667,0.666667,0.66365,0.808036,0.002,0,0.002356,0.000017,8199,40040,6623,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
heart,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.469027,0.300662,0.500027,60.447073,100.221889,29.906577,4314.057769,-4284.151191,0.996886,143.801926,-142.80504,12.281627,0.409388,1233.591333,0.6875,11,0.214286,3,0.785714,11,0.3125,5,0.785714,0.6875,0.733333,0.6875,0.733333,0.260119,0.739881,0.266667,0.739881,0.733333,0.733333,0.6875,0.002,0,0.002256,0.000017,11448,40040,6623,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
heart,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.132358,0.264452,26.610033,53.004917,29.906577,1080.359726,-1050.453149,0.996886,36.011991,-35.015105,22.784939,0.759498,2288.565211,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.910714,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.910714,0.003,0,0.003265,0.000025,11809,40040,6623,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
heart,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.254541,0.411414,51.174488,82.460926,29.906577,1092.536065,-1062.629488,0.996886,36.417869,-35.420983,15.355278,0.511843,1542.315096,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.852679,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.852679,0.003,0,0.003264,0.000023,7838,40040,6623,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
heart,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.300217,0.471853,60.357553,94.574893,29.906577,3240.049203,-3210.142626,0.996886,108.00164,-107.004754,12.70104,0.423368,1275.718082,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.689732,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.689732,0.003,0,0.003119,0.000025,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.277711,0.447328,55.971185,89.90905,28.793911,3235.772703,-3206.978792,0.992893,111.578369,-110.585476,13.509324,0.465839,1356.305564,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.733173,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.733173,0.003,0,0.00305,0.000023,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.304125,0.471546,61.294617,94.776522,28.793911,4309.242258,-4280.448347,0.992893,148.594561,-147.601667,11.790522,0.40657,1183.741783,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.721154,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.721154,0.004,0,0.003058,0.00002,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,24,5,0,82.758621,17.241379,0,0.643735,0.233677,0.393692,47.096386,79.128657,28.793911,1090.240713,-1061.446802,0.992893,37.594507,-36.601614,15.905085,0.548451,1596.834628,0.9375,15,0.307692,4,0.692308,9,0.0625,1,0.789474,0.9375,0.857143,0.819712,0.827586,0.197779,0.802221,0.172414,0.83902,0.827586,0.823731,0.819712,0.003,0,0.002664,0.000015,10365,40181,6482,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,20,10,0,66.666667,33.333333,0,0.324324,0.345428,0.551991,69.447079,110.637179,29.906577,6461.64923,-6431.742653,0.996886,215.388308,-214.391422,9.288189,0.309606,932.924435,0.75,12,0.428571,6,0.571429,8,0.25,4,0.666667,0.75,0.705882,0.602679,0.666667,0.345238,0.654762,0.333333,0.666667,0.666667,0.66365,0.602679,0.002,0,0.002337,0.000022,13614,40040,6623,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
heart,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.469027,0.287593,0.50055,57.819438,100.326684,29.906577,6452.987052,-6423.080475,0.996886,215.099568,-214.102682,12.950034,0.431668,1300.7275,0.6875,11,0.214286,3,0.785714,11,0.3125,5,0.785714,0.6875,0.733333,0.638393,0.733333,0.260119,0.739881,0.266667,0.739881,0.733333,0.733333,0.638393,0.002,0,0.002494,0.000018,12892,40040,6623,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
heart,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,20,10,0,66.666667,33.333333,0,0.324324,0.37676,0.568007,75.746284,113.847245,29.906577,7530.728319,-7500.821742,0.996886,251.024277,-250.027391,7.775494,0.259183,780.98629,0.75,12,0.428571,6,0.571429,8,0.25,4,0.666667,0.75,0.705882,0.598214,0.666667,0.345238,0.654762,0.333333,0.666667,0.666667,0.66365,0.598214,0.003,0,0.002384,0.000018,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.195901,0.34177,39.3852,68.501956,29.906577,1086.227322,-1056.320744,0.996886,36.207577,-35.210691,18.992929,0.633098,1907.688045,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.866071,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.866071,0.003,0,0.002328,0.000016,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.215374,0.390761,43.300184,78.321411,29.906577,2160.232228,-2130.325651,0.996886,72.007741,-71.010855,17.611386,0.587046,1768.923089,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.808036,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.808036,0.002,0,0.002284,0.000016,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.736842,0.202334,0.36788,40.678563,73.735254,29.906577,2159.376587,-2129.47001,0.996886,71.97922,-70.982334,18.638546,0.621285,1872.093101,0.75,12,0,0,1,14,0.25,4,1,0.75,0.857143,0.857143,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.857143,0.002,0,0.002355,0.000016,11448,40040,6623,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
heart,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,21,9,0,70,30,0,0.4,0.336173,0.501501,67.586265,100.517287,29.906577,34.398607,-4.49203,0.996886,1.14662,-0.149734,10.158547,0.338618,1020.344943,0.6875,11,0.285714,4,0.714286,10,0.3125,5,0.733333,0.6875,0.709677,0.703125,0.7,0.298214,0.701786,0.3,0.702222,0.7,0.700334,0.703125,0.002,0,0.002149,0.000016,6755,40040,6623,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
heart,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.290162,0.451327,58.480519,90.712727,28.793911,27.601564,1.192347,0.992893,0.951778,0.041115,12.475715,0.430197,1252.53359,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.78125,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.78125,0.002,0,0.002506,0.000015,8560,40181,6482,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
heart,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,24,5,0,82.758621,17.241379,0,0.643735,0.222003,0.411146,44.743433,82.636743,28.793911,3231.968444,-3203.174533,0.992893,111.447188,-110.454294,16.531627,0.570056,1659.737981,0.9375,15,0.307692,4,0.692308,9,0.0625,1,0.789474,0.9375,0.857143,0.737981,0.827586,0.197779,0.802221,0.172414,0.83902,0.827586,0.823731,0.737981,0.003,0,0.002528,0.000025,11087,40181,6482,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.562814,0.247722,0.431133,49.926948,86.653954,28.793911,2163.436994,-2134.643083,0.992893,74.601276,-73.608382,14.918446,0.514429,1497.778268,1,16,0.461538,6,0.538462,7,0,0,0.727273,1,0.842105,0.764423,0.793103,0.254642,0.745358,0.206897,0.84953,0.793103,0.778403,0.764423,0.002,0,0.002189,0.000015,11087,40181,6482,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
